gene,annotation,ensembl_gene_id,depmap,trct_ab,trct_sm,trct_om,lit_egfr,lit_nsclc,lit_egfr_norm,lit_nsclc_norm,lit_total,L2_egfr,L2_nsclc,n_neighbours,n_edges,degree,pagerank,betweenness,full_screen,KO_osi,KO_gefi,KO_all,A_osi,A_gefi,A_all,clin_ES1,clin_ES2,clin_ES3,RNAseq_adjpval,RNAseq_LFC
KITLG,KIT ligand,ENSG00000049130,nonessential,6,4,0,0,0,0.00,0.00,11375,35.3,24.6,2034,3362,9,0.675640565,13622.10238,2,0,0,0,1,1,2,0,0,0,1,0
KLF10,Kruppel like factor 10,ENSG00000155090,nonessential,0,0,0,0,0,0.00,0.00,481,31.2,19.1,1065,1634,19,0.928513823,12560.28757,1,0,0,0,1,0,1,0,0,0,1,0
KLF13,Kruppel like factor 13,ENSG00000169926,nonessential,0,0,0,0,0,0.00,0.00,291,28.4,21.2,432,649,12,0.627829227,2944.677667,2,0,0,0,1,1,2,0,0,0,4.88E-08,1.1
KLF13,Kruppel like factor 13,ENSG00000275746,unknown,0,0,0,0,0,0.00,0.00,291,52.9,49.7,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,1,0
KLHL13,kelch like family member 13,ENSG00000003096,nonessential,0,2,0,0,0,0.00,0.00,31,29.9,20.2,351,434,14,0.705501266,564.7229831,1,0,0,0,1,0,1,0,0,0,1,0
KLK5,kallikrein related peptidase 5,ENSG00000167754,nonessential,5,6,0,0,0,0.00,0.00,447,30.1,25.7,620,1000,2,0.241289607,7.549476788,1,0,0,0,0,1,1,0,0,0,1,0
KLRF2,killer cell lectin like receptor F2,ENSG00000256797,nonessential,6,0,0,0,0,0.00,0.00,7,26,18.2,45,51,1,0.9670544,0,1,0,0,0,1,0,1,0,0,0,1,0
KPNA2,karyopherin subunit alpha 2,ENSG00000182481,nonessential,0,0,0,0,0,0.00,0.00,707,22.3,15.3,1562,2396,155,6.103320034,217841.8337,2,0,0,0,1,1,2,0,0,0,4.77E-20,-1.8
KRAS,"KRAS proto-oncogene, GTPase",ENSG00000133703,nonessential,6,6,0,40,50,0.10,0.12,40848,20.8,23.5,19866,25655,37,1.702918511,28441.19555,4,0,0,0,3,1,4,0.33,0,0.16,1,0
KRT37,keratin 37,ENSG00000108417,unknown,0,0,0,0,0,0.00,0.00,17,23.7,17.2,146,161,2,0.223100228,14.46071356,1,0,0,0,1,0,1,0,0,0,1,0
KRT37,keratin 37,ENSG00000263022,nonessential,0,0,0,0,0,0.00,0.00,17,52.9,49.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
KRT77,keratin 77,ENSG00000189182,nonessential,1,0,0,0,0,0.00,0.00,52,22.9,19.4,199,236,9,0.510824127,2708.257548,1,0,0,0,1,0,1,0,0,0,1,0
KRTAP10-12,keratin associated protein 10-12,ENSG00000189169,nonessential,0,0,0,0,0,0.00,0.00,3,24.9,18.6,110,114,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
KRTAP4-7,keratin associated protein 4-7,ENSG00000240871,nonessential,0,0,0,0,0,0.00,0.00,7,23.6,16.4,121,135,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
KRTAP5-9,keratin associated protein 5-9,ENSG00000254997,nonessential,0,0,0,0,0,0.00,0.00,13,24.7,12.1,168,383,105,4.823853392,59672.39681,2,0,0,0,2,0,2,0,0,0,1,0
LACE1,NA,ENSG00000135537,nonessential,1,0,0,0,0,0.00,0.00,0,31.6,22.2,274,375,1,0.19180751,0,1,0,0,0,1,0,1,0,0,0,1,0
LANCL3,LanC like 3,ENSG00000147036,nonessential,0,0,0,0,0,0.00,0.00,11,29.4,14.6,181,182,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
LAPTM4A,lysosomal protein transmembrane 4 alpha,ENSG00000068697,nonessential,3,0,0,0,0,0.00,0.00,322,37.5,24.6,339,457,6,0.449680031,494.7709682,1,0,0,0,0,1,1,0,0,0,3.08E-11,0.9
LAPTM4B,lysosomal protein transmembrane 4 beta,ENSG00000104341,nonessential,6,0,0,0,0,0.00,0.00,247,26.7,22.1,758,946,7,0.501469469,2412.182554,1,0,0,0,0,1,1,0,0,0,1,0
LCOR,ligand dependent nuclear receptor corepressor,ENSG00000196233,nonessential,0,0,0,0,0,0.00,0.00,195,22.7,21.6,500,669,12,0.572479583,339.572768,2,0,0,0,1,1,2,0,0,0,1,0
LEP,leptin,ENSG00000174697,nonessential,6,0,0,0,0,0.00,0.00,57938,42.5,39.7,5920,14208,11,0.826073637,20025.21446,1,0,0,0,1,0,1,0,0,0,1,0
LHFPL3,LHFPL tetraspan subfamily member 3,ENSG00000187416,unknown,3,0,0,0,0,0.00,0.00,42,26.1,14.4,325,344,0,0.15,0,2,0,0,0,1,1,2,0,0,0,1,0
LHX9,LIM homeobox 9,ENSG00000143355,nonessential,0,0,0,0,0,0.00,0.00,333,23.2,14.7,498,660,5,0.352029486,104.5365104,2,0,0,0,1,1,2,0,0,0,1,0
LIG4,DNA ligase 4,ENSG00000174405,nonessential,0,6,0,0,0,0.00,0.00,1630,28.2,19.1,1066,1728,101,5.494819752,108386.0355,1,0,0,0,0,1,1,0,0,0,1,0
LIN54,lin-54 DREAM MuvB core complex component,ENSG00000189308,essential,0,0,0,0,0,0.00,0.00,106,52.9,49.7,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2.08E-11,-1.2
LINGO3,leucine rich repeat and Ig domain containing 3,ENSG00000220008,nonessential,3,0,0,0,0,0.00,0.00,18,21,13.7,115,124,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
LIPF,"lipase F, gastric type",ENSG00000182333,nonessential,4,9,0,0,0,0.00,0.00,368,27,18.4,357,566,2,0.333556472,293.1828208,1,0,0,0,0,1,1,0,0,0,1,0
LMBRD2,LMBR1 domain containing 2,ENSG00000164187,nonessential,6,0,0,0,0,0.00,0.00,6,28.4,20.2,206,230,1,0.209855231,0,1,0,0,0,1,0,1,0,0,0,1,0
LMNB1,lamin B1,ENSG00000113368,nonessential,0,0,0,0,0,0.00,0.00,1479,35.5,23,1151,1630,43,1.829423554,19580.08822,1,0,0,0,1,0,1,0,0,0,7.89E-15,-2
LMX1A,LIM homeobox transcription factor 1 alpha,ENSG00000162761,nonessential,0,0,0,0,0,0.00,0.00,626,25,19.5,527,821,5,0.408299617,281.5090598,1,0,0,0,1,0,1,0,0,0,1,0
LPAR1,lysophosphatidic acid receptor 1,ENSG00000198121,nonessential,6,6,0,0,0,0.00,0.00,1369,28.8,22.6,4848,5947,4,0.320948165,15.90328707,1,0,0,0,0,1,1,0,0,0,3.01E-11,-1.6
LPHN1,NA,ENSG00000072071,nonessential,4,0,0,0,0,0.00,0.00,0,52.9,49.7,595,735,12,0.674107762,5284.697136,1,0,0,0,0,1,1,0,0,0,1,0
LRRC58,leucine rich repeat containing 58,ENSG00000163428,nonessential,0,0,0,0,0,0.00,0.00,7,25.8,17.2,197,241,1,0.209855231,0,2,0,0,0,1,1,2,0,0,0,7.76E-07,-0.6
LRRC63,leucine rich repeat containing 63,ENSG00000173988,nonessential,0,0,0,0,0,0.00,0.00,5,25.2,16.7,114,115,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
LRRC8A,leucine rich repeat containing 8 family member A,ENSG00000136802,nonessential,6,0,0,0,0,0.00,0.00,128,25.1,20.1,448,598,1,0.209855231,0,1,0,0,0,1,0,1,0,0,0,0.006159313,0.3
LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1,ENSG00000133739,nonessential,0,0,0,0,0,0.00,0.00,19,32.2,24,298,330,5,0.445680019,41.00443838,1,0,0,0,1,0,1,0,0,0,1.67E-05,-1
LRRFIP1,LRR binding FLII interacting protein 1,ENSG00000124831,nonessential,5,0,0,0,0,0.00,0.00,354,27.7,21.2,610,768,4,0.30504921,24.12274696,3,0,0,0,2,1,3,0,0,0,3.31E-05,-0.4
LRTM2,leucine rich repeats and transmembrane domains 2,ENSG00000166159,nonessential,3,0,0,0,0,0.00,0.00,14,25.7,16.1,196,206,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
LTC4S,leukotriene C4 synthase,ENSG00000213316,nonessential,3,6,0,0,0,0.00,0.00,842,30.6,21.8,1427,2020,3,0.365503362,7.366255396,1,0,0,0,1,0,1,0,0,0,0.006663585,1
LY6H,lymphocyte antigen 6 family member H,ENSG00000176956,unknown,5,0,0,0,0,0.00,0.00,41,24.7,18.3,143,173,3,0.279202789,72.7282964,2,0,0,0,1,1,2,0,0,0,1,0
LY6H,lymphocyte antigen 6 family member H,ENSG00000274488,nonessential,0,0,0,0,0,0.00,0.00,41,52.9,49.7,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,1,0
LYPD2,LY6/PLAUR domain containing 2,ENSG00000197353,nonessential,6,0,0,0,0,0.00,0.00,21,21.6,14.5,111,128,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
LZTR1,leucine zipper like transcription regulator 1,ENSG00000099949,nonessential,0,0,0,0,0,0.00,0.00,225,33.6,22,548,773,52,2.729140111,131295.4289,8,3,3,6,2,0,2,0,0,0,1,0
MAATS1,MYCBP associated and testis expressed 1,ENSG00000183833,nonessential,0,0,0,0,0,0.00,0.00,0,25.3,19.6,214,231,3,0.281708768,2.897413746,1,0,0,0,1,0,1,0,0,0,1,0
MAB21L2,mab-21 like 2,ENSG00000181541,nonessential,0,0,0,0,0,0.00,0.00,104,25.2,15.5,344,396,6,0.407316671,1157.826784,1,0,0,0,0,1,1,0,0,0,1,0
MAGEB2,MAGE family member B2,ENSG00000099399,nonessential,0,0,0,0,0,0.00,0.00,108,28.4,17.8,242,327,44,1.640920001,12681.62537,2,0,0,0,1,1,2,0,0,0,1,0
MAML2,mastermind like transcriptional coactivator 2,ENSG00000184384,nonessential,0,0,0,0,0,0.00,0.00,452,23.7,18.1,574,766,8,0.552994905,10469.41177,2,0,0,0,1,1,2,0,0,0,3.00E-06,0.9
MAP1A,microtubule associated protein 1A,ENSG00000166963,nonessential,0,0,0,0,0,0.00,0.00,725,26,16.9,1049,1308,29,1.351650478,23368.05069,1,0,0,0,1,0,1,0,0,0,1,0
MAP2K3,mitogen-activated protein kinase kinase 3,ENSG00000034152,nonessential,0,3,0,0,0,0.00,0.00,1372,18.2,18.5,4918,5673,25,1.153808397,7846.676119,1,0,0,0,1,0,1,0,0,0,0.004028682,-0.4
MAP3K8,mitogen-activated protein kinase kinase kinase 8,ENSG00000107968,nonessential,0,6,0,0,0,0.00,0.00,736,35.2,23.6,6055,6968,53,1.952073958,7978.658839,2,0,0,0,2,0,2,0,0,0,1,0
MAP3K9,mitogen-activated protein kinase kinase kinase 9,ENSG00000006432,nonessential,0,8,0,0,0,0.00,0.00,209,26.3,22.9,2844,3048,3,0.26035975,28.19036687,1,0,0,0,1,0,1,0,0,0,1,0
MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2,ENSG00000168067,nonessential,4,3,0,0,0,0.00,0.00,103,23.5,16,1893,1999,15,0.785595217,12450.55589,1,0,0,0,1,0,1,0,0,0,1,0
MAP9,microtubule associated protein 9,ENSG00000164114,nonessential,0,0,0,0,0,0.00,0.00,60,23.2,17.4,372,419,1,0.183669588,0,1,0,0,0,1,0,1,0,0,0,1,0
MAPK1,mitogen-activated protein kinase 1,ENSG00000100030,nonessential,5,8,0,59,0,0.11,0.00,53491,15.6,17,34420,51115,250,10.04343602,323734.566,1,0,0,0,1,0,1,0.5,0,0,4.91E-06,-0.4
MAPK12,mitogen-activated protein kinase 12,ENSG00000188130,nonessential,0,6,0,0,0,0.00,0.00,452,25.8,19.8,3363,3741,27,1.237096967,6930.527869,2,0,0,0,1,1,2,0,0,0,1,0
MAPK3,mitogen-activated protein kinase 3,ENSG00000102882,nonessential,2,8,0,4,0,0.04,0.00,11374,28.7,24.1,12708,17163,171,7.180077174,190997.3068,1,0,0,0,1,0,1,0,0,0,6.46E-18,0.9
MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,ENSG00000138834,nonessential,0,0,0,0,0,0.00,0.00,165,26.1,25.7,576,800,29,1.267086067,3095.824968,2,0,0,0,1,1,2,0,0,0,1.57E-12,1.3
MAPK9,mitogen-activated protein kinase 9,ENSG00000050748,nonessential,0,8,0,0,0,0.00,0.00,4857,24.9,19.6,8932,11696,90,3.82262829,88490.36547,1,0,0,0,1,0,1,0,0,0,1.21E-10,-0.7
MARCKS,myristoylated alanine rich protein kinase C substrate,ENSG00000277443,nonessential,5,0,0,0,0,0.00,0.00,957,24.3,18,1343,2011,20,0.91132861,3046.184931,2,0,0,0,1,1,2,0,0,0,0.005346279,0.3
MCC,mutated in colorectal cancers,ENSG00000171444,nonessential,5,0,0,0,0,0.00,0.00,77,22.6,15.8,957,1287,245,9.504395218,114385.1503,2,0,0,0,2,0,2,0,0,0,1,0
MCL1,"MCL1, BCL2 family apoptosis regulator",ENSG00000143384,essential,3,8,0,0,1,0.00,0.01,10997,32.2,24.8,12615,16507,41,1.783937916,10967.52606,1,0,0,0,1,0,1,0.86,0,0.18,1,0
MCM4,minichromosome maintenance complex component 4,ENSG00000104738,essential,0,0,0,0,0,0.00,0.00,575,19.1,14.5,1132,1571,108,3.271594703,20627.38907,2,0,0,0,2,0,2,0,0,0,2.36E-12,-2.1
ME3,malic enzyme 3,ENSG00000151376,nonessential,0,0,0,0,0,0.00,0.00,561,24.9,16,471,555,3,0.280342956,84.60298274,3,0,0,0,2,1,3,0,0,0,1,0
MEAF6,MYST/Esa1 associated factor 6,ENSG00000163875,nonessential,0,0,0,0,0,0.00,0.00,77,22.7,16.4,291,439,14,0.668267234,2495.413494,2,0,0,0,2,0,2,0,0,0,1,0
MECOM,MDS1 and EVI1 complex locus,ENSG00000085276,nonessential,0,0,0,0,0,0.00,0.00,793,29.1,20.6,1619,2200,16,0.727953854,758.3347739,2,0,0,0,1,1,2,0,0,0,1,0
MED12L,mediator complex subunit 12 like,ENSG00000144893,nonessential,0,0,0,0,0,0.00,0.00,45,25.5,16.7,386,427,1,0.183707245,0,1,0,0,0,1,0,1,0,0,0,1,0
MED30,mediator complex subunit 30,ENSG00000164758,essential,0,0,0,0,0,0.00,0.00,31,25.6,20,323,455,38,1.44956639,8642.29528,2,0,0,0,1,1,2,0,0,0,3.06E-07,-1
MEF2A,myocyte enhancer factor 2A,ENSG00000068305,nonessential,0,6,0,0,0,0.00,0.00,1127,22.3,21.8,1465,2181,37,1.672407099,8149.470126,1,0,0,0,1,0,1,0,0,0,6.65E-07,0.5
MET,"MET proto-oncogene, receptor tyrosine kinase",ENSG00000105976,nonessential,8,9,0,8,66,0.05,0.41,16084,24.7,26.4,33994,40266,56,2.54813454,79160.90796,6,0,0,0,4,2,6,0.67,0,0.19,4.50E-05,-0.8
MEX3A,mex-3 RNA binding family member A,ENSG00000254726,essential,0,0,0,0,0,0.00,0.00,54,22.2,16,128,157,4,0.290797908,27.62607185,2,0,0,0,1,1,2,0,0,0,0.001035603,0.7
MFHAS1,malignant fibrous histiocytoma amplified sequence 1,ENSG00000147324,nonessential,0,0,0,0,0,0.00,0.00,71,52.9,49.7,619,702,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
MFSD1,major facilitator superfamily domain containing 1,ENSG00000118855,nonessential,3,0,0,0,0,0.00,0.00,26,28.7,19.2,265,292,1,0.199820299,0,3,0,0,0,2,1,3,0,0,0,4.29E-07,0.6
MFSD12,major facilitator superfamily domain containing 12,ENSG00000161091,nonessential,3,0,0,0,0,0.00,0.00,26,26.2,22.8,206,227,0,0.15,0,3,0,0,0,2,1,3,0,0,0,0.001186507,0.4
MFSD3,major facilitator superfamily domain containing 3,ENSG00000167700,nonessential,3,0,0,0,0,0.00,0.00,14,28.8,19.4,162,178,5,0.48064849,277.7807679,1,0,0,0,1,0,1,0,0,0,1,0
MGAT3,"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase",ENSG00000128268,nonessential,3,3,0,0,0,0.00,0.00,448,23.9,18.1,542,808,1,0.189052702,0,1,0,0,0,1,0,1,0,0,0,0.003255386,2.2
MID1IP1,MID1 interacting protein 1,ENSG00000165175,nonessential,0,0,0,0,0,0.00,0.00,50,26.9,17.6,337,401,7,0.464061588,2875.351473,2,0,0,0,1,1,2,0,0,0,1,0
MIS18A,MIS18 kinetochore protein A,ENSG00000159055,essential,0,0,0,0,0,0.00,0.00,62,27.7,15.2,368,496,7,0.468954535,2438.73313,1,0,0,0,1,0,1,0,0,0,4.07E-16,-1.4
MITD1,microtubule interacting and trafficking domain containing 1,ENSG00000158411,nonessential,4,6,0,0,0,0.00,0.00,20,25.6,19.5,216,249,4,0.349525444,63.48842884,1,0,0,0,1,0,1,0,0,0,1,0
MKKS,McKusick-Kaufman syndrome,ENSG00000125863,nonessential,0,0,0,0,0,0.00,0.00,92,30.9,22.4,565,719,5,0.373189249,1339.51557,1,0,0,0,1,0,1,0,0,0,4.49E-09,-0.5
MKX,mohawk homeobox,ENSG00000150051,nonessential,0,0,0,0,0,0.00,0.00,109,29.6,16.9,303,378,7,0.394241436,170.1282291,2,0,0,0,2,0,2,0,0,0,1,0
MLNR,motilin receptor,ENSG00000102539,nonessential,5,8,7,0,0,0.00,0.00,423,28.8,23.8,2066,2466,4,0.712311897,40135.36768,2,0,0,0,1,1,2,0,0,0,1,0
MLXIP,MLX interacting protein,ENSG00000175727,unknown,0,0,0,0,0,0.00,0.00,148,28.8,18.1,459,557,3,0.292729622,20.01156751,2,0,0,0,1,1,2,0,0,0,1.81E-04,0.3
MLXIP,MLX interacting protein,ENSG00000281178,unknown,0,0,0,0,0,0.00,0.00,148,52.9,49.7,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,1,0
MMS19,"MMS19 homolog, cytosolic iron-sulfur assembly component",ENSG00000155229,essential,0,0,0,0,0,0.00,0.00,43,27.4,17.9,590,915,162,7.849731054,86921.09506,2,0,0,0,1,1,2,0,0,0,1,0
MORF4L2,mortality factor 4 like 2,ENSG00000123562,nonessential,5,0,0,0,0,0.00,0.00,73,27.2,15.2,508,747,55,2.274251203,38852.1007,1,0,0,0,1,0,1,0,0,0,1,0
MPG,N-methylpurine DNA glycosylase,ENSG00000103152,nonessential,0,3,0,0,0,0.00,0.00,523,23.5,18.2,732,1121,41,1.700495965,14442.68849,1,0,0,0,1,0,1,0,0,0,1.53E-06,0.4
MR1,"major histocompatibility complex, class I-related",ENSG00000153029,nonessential,6,6,0,0,0,0.00,0.00,574,31.2,22.1,407,517,2,0.26430106,107.1922415,1,0,0,0,1,0,1,0,0,0,3.67E-11,0.8
MRC2,mannose receptor C type 2,ENSG00000011028,nonessential,3,0,0,0,0,0.00,0.00,281,22.1,17.4,562,719,2,0.255757186,1449.646476,3,0,0,0,2,1,3,0,0,0,1,0
MRPL20,mitochondrial ribosomal protein L20,ENSG00000242485,essential,0,6,0,0,0,0.00,0.00,18,26.8,20.9,348,409,14,0.728029143,4985.543074,2,0,0,0,1,1,2,0,0,0,1.13E-05,-0.5
MRPL22,mitochondrial ribosomal protein L22,ENSG00000082515,essential,0,6,0,0,0,0.00,0.00,35,24.2,17.5,342,390,2,0.257719213,0,1,0,0,0,1,0,1,0,0,0,5.85E-04,-0.6
MRPL33,mitochondrial ribosomal protein L33,ENSG00000243147,essential,0,6,0,0,0,0.00,0.00,26,23.9,16.7,307,353,1,0.189753471,0,1,0,0,0,1,0,1,0,0,0,1,0
MRPL36,mitochondrial ribosomal protein L36,ENSG00000171421,essential,0,6,0,0,0,0.00,0.00,44,23.9,18.8,252,289,3,0.283900393,68.7831652,1,0,0,0,1,0,1,0,0,0,4.71E-07,-0.6
MRPS24,mitochondrial ribosomal protein S24,ENSG00000062582,essential,0,6,0,0,0,0.00,0.00,15,30.5,23,195,248,4,0.337654757,353.4533925,2,0,0,0,1,1,2,0,0,0,1,0
MRPS7,mitochondrial ribosomal protein S7,ENSG00000125445,essential,0,6,0,0,0,0.00,0.00,72,22.6,20.7,538,649,5,0.357191789,32.78094177,1,0,0,0,0,1,1,0,0,0,2.73E-04,-0.3
MS4A10,membrane spanning 4-domains A10,ENSG00000172689,nonessential,3,0,0,0,0,0.00,0.00,4,24,17,87,87,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
MSANTD1,Myb/SANT DNA binding domain containing 1,ENSG00000188981,nonessential,0,0,0,0,0,0.00,0.00,6,23.3,18.8,82,84,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
MT2A,metallothionein 2A,ENSG00000125148,essential,0,0,0,0,0,0.00,0.00,1397,27.9,16.1,1405,2071,19,1.160440332,45591.14009,1,0,0,0,1,0,1,0,0,0,0.003233619,-0.7
MTFR1,mitochondrial fission regulator 1,ENSG00000066855,nonessential,5,0,0,0,0,0.00,0.00,39,24.3,20,330,367,3,0.28879063,959.7554001,2,0,0,0,1,1,2,0,0,0,2.06E-04,-0.5
MTURN,"maturin, neural progenitor differentiation regulator homolog",ENSG00000180354,nonessential,0,0,0,0,0,0.00,0.00,73,26.6,19,151,188,2,0.266124052,0,2,0,0,0,1,1,2,0,0,0,5.94E-05,0.7
MYBPC3,"myosin binding protein C, cardiac",ENSG00000134571,nonessential,0,0,0,0,0,0.00,0.00,1569,30.7,20.6,762,1096,9,0.501170799,334.6091663,1,0,0,0,1,0,1,0,0,0,0.007509303,-1.4
MYC,"MYC proto-oncogene, bHLH transcription factor",ENSG00000136997,essential,0,3,0,0,2,0.00,0.00,79089,20.9,19.1,18548,36220,411,16.35895751,549875.6156,1,0,0,0,0,1,1,0.55,0.11,0.25,1,0
MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase",ENSG00000005810,unknown,0,0,0,0,0,0.00,0.00,190,31.7,20.8,823,994,22,1.030816994,2309.493948,1,0,0,0,1,0,1,0,0,0,1,0
MYEOV,myeloma overexpressed,ENSG00000172927,nonessential,0,0,0,0,0,0.00,0.00,122,22.7,17.5,235,272,1,0.209855231,0,1,0,0,0,1,0,1,0,0,0,0.001800543,-1.9
MYO5B,myosin VB,ENSG00000167306,nonessential,1,6,0,0,0,0.00,0.00,359,18.9,19.3,737,939,15,0.790762049,2588.464126,1,0,0,0,1,0,1,0,0,0,1,0
MZF1,myeloid zinc finger 1,ENSG00000099326,essential,0,0,0,0,0,0.00,0.00,255,28.8,18,1778,2078,10,0.594784009,1168.727948,1,0,0,0,1,0,1,0,0,0,8.27E-08,0.8
NAA30,"N(alpha)-acetyltransferase 30, NatC catalytic subunit",ENSG00000139977,nonessential,0,0,0,0,0,0.00,0.00,177,25.7,18.7,168,181,1,0.209855231,0,1,0,0,0,0,1,1,0,0,0,1,0
NAP1L1,nucleosome assembly protein 1 like 1,ENSG00000187109,nonessential,0,0,0,0,0,0.00,0.00,187,20.5,18,763,992,56,2.256058589,40639.81989,2,0,0,0,1,1,2,0,0,0,1,0
NAT8L,N-acetyltransferase 8 like,ENSG00000185818,nonessential,3,0,0,0,0,0.00,0.00,140,26.3,21.9,253,320,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
NBPF1,NBPF member 1,ENSG00000219481,unknown,0,0,0,0,0,0.00,0.00,88,25.6,18.7,135,160,1,0.209855231,0,1,0,0,0,1,0,1,0,0,0,1,0
NBPF11,NBPF member 11,ENSG00000263956,nonessential,0,0,0,0,0,0.00,0.00,18,27.2,17.9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9.67E-06,0.5
NCK2,NCK adaptor protein 2,ENSG00000071051,nonessential,0,6,0,0,0,0.00,0.00,275,25.8,21.4,945,1404,86,3.904941413,110784.7636,1,0,0,0,0,1,1,0,0,0,9.53E-08,0.6
NDRG1,N-myc downstream regulated 1,ENSG00000104419,nonessential,5,0,0,0,0,0.00,0.00,1363,30.4,22.4,1702,2833,69,2.590788245,13991.39947,3,0,0,0,2,1,3,0,0,0,1,0
NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,ENSG00000130414,nonessential,0,9,0,0,0,0.00,0.00,184,24.4,18.4,666,842,3,0.283393967,9.677854055,1,0,0,0,1,0,1,0,0,0,1,0
NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,ENSG00000281434,unknown,0,0,0,0,0,0.00,0.00,184,52.9,49.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,ENSG00000184983,essential,6,9,0,0,0,0.00,0.00,98,52.9,49.7,537,637,12,0.73198507,2745.58913,1,0,0,0,1,0,1,0,0,0,1,0
NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,ENSG00000272765,unknown,0,0,0,0,0,0.00,0.00,98,52.9,49.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,ENSG00000273397,unknown,0,0,0,0,0,0.00,0.00,98,28.1,19.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,ENSG00000277365,unknown,0,0,0,0,0,0.00,0.00,98,52.9,49.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,ENSG00000281013,unknown,0,0,0,0,0,0.00,0.00,98,52.9,49.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6,ENSG00000156170,nonessential,0,0,0,0,0,0.00,0.00,70,26.7,18.6,186,210,0,0.15,0,1,0,0,0,0,1,1,0,0,0,0.001684949,-0.4
NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,ENSG00000183648,nonessential,3,9,0,0,0,0.00,0.00,67,31.1,17.9,501,547,3,0.302823946,222.9425503,2,0,0,0,2,0,2,0,0,0,1,0
NEDD4,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase",ENSG00000069869,nonessential,5,6,0,1,0,0.06,0.00,1588,24.9,21.3,1600,3044,194,9.458060689,347792.2807,1,0,0,0,1,0,1,0,0,0,4.55E-06,0.4
NEDD9,"neural precursor cell expressed, developmentally down-regulated 9",ENSG00000111859,nonessential,5,0,0,0,0,0.00,0.00,2178,28.1,24.3,1033,1637,48,2.029204144,39501.47547,1,0,0,0,1,0,1,0,0,0,5.55E-13,1.8
NES,nestin,ENSG00000132688,nonessential,0,0,0,0,0,0.00,0.00,13719,32.9,26.3,2710,5181,5,0.353358987,17.64702033,1,0,0,0,0,1,1,0,0,0,0.003036723,-1.1
NETO1,neuropilin and tolloid like 1,ENSG00000166342,nonessential,6,0,0,0,0,0.00,0.00,120,28.1,17.7,334,402,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
NEUROG2,neurogenin 2,ENSG00000178403,nonessential,0,0,0,0,0,0.00,0.00,1373,29.5,17.2,603,1050,1,0.2133799,0,2,0,0,0,1,1,2,0,0,0,1,0
NFAM1,NFAT activating protein with ITAM motif 1,ENSG00000235568,nonessential,5,0,0,0,0,0.00,0.00,40,29.3,17.3,208,265,3,0.252935881,3.922748088,1,0,0,0,1,0,1,0,0,0,1,0
NFE2,"nuclear factor, erythroid 2",ENSG00000123405,nonessential,0,0,0,0,0,0.00,0.00,1311,35.6,20.7,1077,1631,31,1.487427383,8769.070281,3,0,0,0,2,1,3,0,0,0,9.89E-06,1.8
NIN,ninein,ENSG00000100503,nonessential,2,0,0,0,0,0.00,0.00,310,25.5,18.8,3333,3549,11,0.554374715,428.5133813,2,0,0,0,1,1,2,0,0,0,1,0
NISCH,nischarin,ENSG00000010322,essential,5,9,0,0,0,0.00,0.00,231,23.3,23.3,1030,1333,8,0.465843832,610.697364,2,0,0,0,1,1,2,0,0,0,4.76E-09,0.9
